model,0
Ensemble-rank,2.3333333333333335
ExtraTrees,2.6666666666666665
Ensemble-stack,2.8333333333333335
CatBoost,5.166666666666667
Ensemble-weighted,5.333333333333333
Ensemble-mean,5.666666666666667
RegimeRouter,7.166666666666667
RandomForest,7.5
HistGradientBoosting,10.0
LightGBM,10.5
RBF-SVM,10.666666666666666
MLP,11.166666666666666
XGBoost,11.666666666666666
Logistic-poly2,13.0
kNN,15.0
QSVM,16.0
LogisticRegression,16.833333333333332
VQC,17.5
