feature,mean,sd,skew,excess_kurtosis,pct_tail
ph,7.094274539258512,0.7110615560337566,0.21212563349588148,14.982537115919445,16.925
Hardness,196.09046165215491,14.59545085598047,0.04731820830373854,14.188014958353232,16.75
Solids,21956.37071759947,3907.4486828659265,1.1910654082001402,13.336385161134896,16.412499999999998
Chloramines,7.139516829265008,0.7114240361566906,0.16072674247703164,14.799235133485375,16.5875
Sulfate,333.0667938510379,18.72442552571995,-0.20648229194783926,16.211618957226566,16.675
Conductivity,426.3965645299418,36.175183473246435,0.6048903410557864,10.281499899456595,17.2875
Organic_carbon,14.334228213257003,1.4872817738499349,-0.06143413289334834,11.294679214986223,17.150000000000002
Trihalomethanes,66.46181962010377,7.106469828327634,-0.1679218733076204,12.551335372995169,16.625
Turbidity,3.969819977766948,0.3509987124785027,-0.1634343587411875,11.444601899559753,17.0625
